MatchDate,Season,Model,HomeTeam,AwayTeam,P_H,P_D,P_A,Actual,PSH,PSD,PSA,PSCH,PSCD,PSCA
2020-11-08,2020-2021,Weight_50_50,Vitesse,FC Emmen,0.7681,0.1684,0.0635,0,1.46,4.76,7.25,1.44,5.01,7.28
2020-11-21,2020-2021,Weight_50_50,Willem II,VVV Venlo,0.6838,0.1885,0.1277,0,1.64,4.34,5.21,1.65,4.27,5.24
2020-11-21,2020-2021,Weight_50_50,Groningen,Vitesse,0.25,0.3556,0.3944,1,3.06,3.45,2.43,3.28,3.49,2.29
2020-11-21,2020-2021,Weight_50_50,Zwolle,Utrecht,0.2311,0.2909,0.478,1,3.6,3.85,2.04,3.62,3.88,2.02
2020-11-22,2020-2021,Weight_50_50,Ajax,Heracles,0.8373,0.1239,0.0389,0,1.14,9.98,17.47,1.17,8.69,14.77
2020-11-22,2020-2021,Weight_50_50,For Sittard,Feyenoord,0.2022,0.2071,0.5906,2,5.43,4.45,1.61,5.69,4.93,1.53
2020-11-22,2020-2021,Weight_50_50,Sparta Rotterdam,Den Haag,0.5782,0.2581,0.1637,0,1.67,4.33,4.99,1.6,4.51,5.38
2020-11-22,2020-2021,Weight_50_50,Twente,PSV Eindhoven,0.3047,0.299,0.3963,1,5.45,4.23,1.64,4.89,4.16,1.7
2020-11-22,2020-2021,Weight_50_50,Waalwijk,Heerenveen,0.2018,0.2848,0.5134,1,4.16,4.37,1.78,4.43,4.57,1.71
2020-11-22,2020-2021,Weight_50_50,AZ Alkmaar,FC Emmen,0.5979,0.2297,0.1724,0,1.26,6.5,10.89,1.26,6.76,10.13
2020-11-27,2020-2021,Weight_50_50,Twente,Waalwijk,0.6454,0.2284,0.1262,2,1.44,5.13,7.0,1.41,5.33,7.26
2020-11-28,2020-2021,Weight_50_50,VVV Venlo,Zwolle,0.1917,0.2285,0.5798,1,3.04,3.49,2.43,3.46,3.61,2.16
2020-11-28,2020-2021,Weight_50_50,FC Emmen,Ajax,0.0502,0.1142,0.8355,2,12.91,7.26,1.22,15.34,8.66,1.17
2020-11-28,2020-2021,Weight_50_50,Den Haag,Heerenveen,0.1451,0.2398,0.615,1,4.56,4.42,1.71,4.94,5.0,1.59
2020-11-29,2020-2021,Weight_50_50,Vitesse,For Sittard,0.767,0.157,0.0759,0,1.35,5.53,8.95,1.4,5.5,7.29
2020-11-29,2020-2021,Weight_50_50,Feyenoord,Utrecht,0.3885,0.2813,0.3302,1,1.75,4.21,4.54,2.11,3.94,3.32
2020-11-29,2020-2021,Weight_50_50,Groningen,Willem II,0.4997,0.3142,0.186,0,2.01,3.58,3.97,2.1,3.54,3.71
2020-11-29,2020-2021,Weight_50_50,Heracles,AZ Alkmaar,0.2702,0.308,0.4218,2,4.44,4.56,1.7,5.48,4.77,1.56
2020-11-29,2020-2021,Weight_50_50,PSV Eindhoven,Sparta Rotterdam,0.6285,0.2464,0.1251,0,1.27,6.36,10.91,1.66,4.17,4.85
2020-11-01,2020-2021,Weight_60_40,Heracles,Utrecht,0.1762,0.3194,0.5044,0,3.37,3.91,2.1,3.89,4.19,1.87
2020-11-01,2020-2021,Weight_60_40,FC Emmen,Feyenoord,0.1716,0.2299,0.5984,2,4.89,4.37,1.67,4.86,4.58,1.65
2020-11-01,2020-2021,Weight_60_40,Sparta Rotterdam,Heerenveen,0.2873,0.298,0.4147,2,2.75,3.85,2.47,2.55,3.63,2.77
2020-11-01,2020-2021,Weight_60_40,PSV Eindhoven,Den Haag,0.7828,0.1614,0.0558,0,1.18,7.71,17.27,1.22,7.03,13.45
2020-11-01,2020-2021,Weight_60_40,AZ Alkmaar,Waalwijk,0.5702,0.2492,0.1806,0,1.23,6.69,13.22,1.23,6.79,13.34
2020-11-06,2020-2021,Weight_60_40,For Sittard,Zwolle,0.3407,0.2599,0.3994,1,2.92,3.65,2.43,2.84,3.53,2.55
2020-11-07,2020-2021,Weight_60_40,Den Haag,Twente,0.1381,0.2216,0.6403,2,3.63,4.17,1.94,4.72,4.54,1.67
2020-11-07,2020-2021,Weight_60_40,VVV Venlo,Heracles,0.2355,0.2993,0.4652,0,3.18,3.7,2.26,3.73,3.96,1.97
2020-11-07,2020-2021,Weight_60_40,Waalwijk,Sparta Rotterdam,0.2898,0.3125,0.3978,2,2.93,3.79,2.37,3.63,3.73,2.06
2020-11-08,2020-2021,Weight_60_40,PSV Eindhoven,Willem II,0.6262,0.2382,0.1356,0,1.39,5.22,8.15,1.3,6.04,10.16
2020-11-08,2020-2021,Weight_60_40,Heerenveen,AZ Alkmaar,0.4858,0.2611,0.2531,2,3.5,3.94,2.04,4.1,4.32,1.8
2020-11-08,2020-2021,Weight_60_40,Utrecht,Ajax,0.2346,0.2552,0.5102,2,4.45,4.06,1.71,4.75,4.77,1.64
2020-11-08,2020-2021,Weight_60_40,Feyenoord,Groningen,0.4092,0.3164,0.2744,0,1.65,3.75,6.28,1.72,3.94,5.12
2020-11-08,2020-2021,Weight_60_40,Vitesse,FC Emmen,0.7463,0.1813,0.0724,0,1.46,4.76,7.25,1.44,5.01,7.28
2020-11-21,2020-2021,Weight_60_40,Willem II,VVV Venlo,0.701,0.182,0.117,0,1.64,4.34,5.21,1.65,4.27,5.24
2020-11-21,2020-2021,Weight_60_40,Groningen,Vitesse,0.2595,0.3514,0.3891,1,3.06,3.45,2.43,3.28,3.49,2.29
2020-11-21,2020-2021,Weight_60_40,Zwolle,Utrecht,0.2445,0.2923,0.4632,1,3.6,3.85,2.04,3.62,3.88,2.02
2020-11-22,2020-2021,Weight_60_40,Ajax,Heracles,0.8105,0.1414,0.0481,0,1.14,9.98,17.47,1.17,8.69,14.77
2020-11-22,2020-2021,Weight_60_40,For Sittard,Feyenoord,0.2089,0.2097,0.5814,2,5.43,4.45,1.61,5.69,4.93,1.53
2020-11-22,2020-2021,Weight_60_40,Sparta Rotterdam,Den Haag,0.5901,0.2538,0.1561,0,1.67,4.33,4.99,1.6,4.51,5.38
2020-11-22,2020-2021,Weight_60_40,Twente,PSV Eindhoven,0.3,0.2977,0.4023,1,5.45,4.23,1.64,4.89,4.16,1.7
2020-11-22,2020-2021,Weight_60_40,Waalwijk,Heerenveen,0.2008,0.2794,0.5199,1,4.16,4.37,1.78,4.43,4.57,1.71
2020-11-22,2020-2021,Weight_60_40,AZ Alkmaar,FC Emmen,0.5834,0.2402,0.1764,0,1.26,6.5,10.89,1.26,6.76,10.13
2020-11-27,2020-2021,Weight_60_40,Twente,Waalwijk,0.6365,0.2298,0.1336,2,1.44,5.13,7.0,1.41,5.33,7.26
2020-11-28,2020-2021,Weight_60_40,VVV Venlo,Zwolle,0.1708,0.2211,0.6081,1,3.04,3.49,2.43,3.46,3.61,2.16
2020-11-28,2020-2021,Weight_60_40,FC Emmen,Ajax,0.0606,0.1308,0.8085,2,12.91,7.26,1.22,15.34,8.66,1.17
2020-11-28,2020-2021,Weight_60_40,Den Haag,Heerenveen,0.1436,0.2363,0.62,1,4.56,4.42,1.71,4.94,5.0,1.59
2020-11-29,2020-2021,Weight_60_40,Vitesse,For Sittard,0.7493,0.1651,0.0857,0,1.35,5.53,8.95,1.4,5.5,7.29
2020-11-29,2020-2021,Weight_60_40,Feyenoord,Utrecht,0.3832,0.2807,0.3361,1,1.75,4.21,4.54,2.11,3.94,3.32
2020-11-29,2020-2021,Weight_60_40,Groningen,Willem II,0.4874,0.3146,0.198,0,2.01,3.58,3.97,2.1,3.54,3.71
2020-11-29,2020-2021,Weight_60_40,Heracles,AZ Alkmaar,0.2706,0.3136,0.4157,2,4.44,4.56,1.7,5.48,4.77,1.56
2020-11-29,2020-2021,Weight_60_40,PSV Eindhoven,Sparta Rotterdam,0.6026,0.2587,0.1387,0,1.27,6.36,10.91,1.66,4.17,4.85
2020-11-01,2020-2021,Weight_70_30,Heracles,Utrecht,0.1808,0.321,0.4981,0,3.37,3.91,2.1,3.89,4.19,1.87
2020-11-01,2020-2021,Weight_70_30,FC Emmen,Feyenoord,0.1787,0.2373,0.584,2,4.89,4.37,1.67,4.86,4.58,1.65
2020-11-01,2020-2021,Weight_70_30,Sparta Rotterdam,Heerenveen,0.2984,0.2995,0.4021,2,2.75,3.85,2.47,2.55,3.63,2.77
2020-11-01,2020-2021,Weight_70_30,PSV Eindhoven,Den Haag,0.7757,0.1653,0.0589,0,1.18,7.71,17.27,1.22,7.03,13.45
2020-11-01,2020-2021,Weight_70_30,AZ Alkmaar,Waalwijk,0.5749,0.2486,0.1765,0,1.23,6.69,13.22,1.23,6.79,13.34
2020-11-06,2020-2021,Weight_70_30,For Sittard,Zwolle,0.3264,0.2578,0.4157,1,2.92,3.65,2.43,2.84,3.53,2.55
2020-11-07,2020-2021,Weight_70_30,Den Haag,Twente,0.1432,0.2231,0.6337,2,3.63,4.17,1.94,4.72,4.54,1.67
2020-11-07,2020-2021,Weight_70_30,VVV Venlo,Heracles,0.2203,0.2988,0.481,0,3.18,3.7,2.26,3.73,3.96,1.97
2020-11-07,2020-2021,Weight_70_30,Waalwijk,Sparta Rotterdam,0.2762,0.3083,0.4155,2,2.93,3.79,2.37,3.63,3.73,2.06
2020-11-08,2020-2021,Weight_70_30,PSV Eindhoven,Willem II,0.6006,0.2474,0.1521,0,1.39,5.22,8.15,1.3,6.04,10.16
2020-11-08,2020-2021,Weight_70_30,Heerenveen,AZ Alkmaar,0.4703,0.2669,0.2627,2,3.5,3.94,2.04,4.1,4.32,1.8
2020-11-08,2020-2021,Weight_70_30,Utrecht,Ajax,0.2528,0.2597,0.4875,2,4.45,4.06,1.71,4.75,4.77,1.64
2020-11-08,2020-2021,Weight_70_30,Feyenoord,Groningen,0.4068,0.3144,0.2788,0,1.65,3.75,6.28,1.72,3.94,5.12
2020-11-08,2020-2021,Weight_70_30,Vitesse,FC Emmen,0.7234,0.1942,0.0824,0,1.46,4.76,7.25,1.44,5.01,7.28
2020-11-21,2020-2021,Weight_70_30,Willem II,VVV Venlo,0.7172,0.1755,0.1073,0,1.64,4.34,5.21,1.65,4.27,5.24
2020-11-21,2020-2021,Weight_70_30,Groningen,Vitesse,0.2691,0.3468,0.384,1,3.06,3.45,2.43,3.28,3.49,2.29
2020-11-21,2020-2021,Weight_70_30,Zwolle,Utrecht,0.2581,0.2933,0.4485,1,3.6,3.85,2.04,3.62,3.88,2.02
2020-11-22,2020-2021,Weight_70_30,Ajax,Heracles,0.7813,0.1597,0.059,0,1.14,9.98,17.47,1.17,8.69,14.77
2020-11-22,2020-2021,Weight_70_30,For Sittard,Feyenoord,0.2159,0.2122,0.5719,2,5.43,4.45,1.61,5.69,4.93,1.53
2020-11-22,2020-2021,Weight_70_30,Sparta Rotterdam,Den Haag,0.6022,0.2492,0.1486,0,1.67,4.33,4.99,1.6,4.51,5.38
2020-11-22,2020-2021,Weight_70_30,Twente,PSV Eindhoven,0.2956,0.2965,0.4079,1,5.45,4.23,1.64,4.89,4.16,1.7
2020-11-22,2020-2021,Weight_70_30,Waalwijk,Heerenveen,0.1998,0.2738,0.5264,1,4.16,4.37,1.78,4.43,4.57,1.71
2020-11-22,2020-2021,Weight_70_30,AZ Alkmaar,FC Emmen,0.5688,0.2508,0.1804,0,1.26,6.5,10.89,1.26,6.76,10.13
2020-11-27,2020-2021,Weight_70_30,Twente,Waalwijk,0.6273,0.2312,0.1415,2,1.44,5.13,7.0,1.41,5.33,7.26
2020-11-28,2020-2021,Weight_70_30,VVV Venlo,Zwolle,0.1518,0.2131,0.6351,1,3.04,3.49,2.43,3.46,3.61,2.16
2020-11-28,2020-2021,Weight_70_30,FC Emmen,Ajax,0.0726,0.1485,0.7789,2,12.91,7.26,1.22,15.34,8.66,1.17
2020-11-28,2020-2021,Weight_70_30,Den Haag,Heerenveen,0.1422,0.2327,0.6251,1,4.56,4.42,1.71,4.94,5.0,1.59
2020-11-29,2020-2021,Weight_70_30,Vitesse,For Sittard,0.7306,0.1729,0.0964,0,1.35,5.53,8.95,1.4,5.5,7.29
2020-11-29,2020-2021,Weight_70_30,Feyenoord,Utrecht,0.3776,0.2799,0.3425,1,1.75,4.21,4.54,2.11,3.94,3.32
2020-11-29,2020-2021,Weight_70_30,Groningen,Willem II,0.4749,0.3144,0.2107,0,2.01,3.58,3.97,2.1,3.54,3.71
2020-11-29,2020-2021,Weight_70_30,Heracles,AZ Alkmaar,0.2708,0.3192,0.41,2,4.44,4.56,1.7,5.48,4.77,1.56
2020-11-29,2020-2021,Weight_70_30,PSV Eindhoven,Sparta Rotterdam,0.5761,0.2705,0.1534,0,1.27,6.36,10.91,1.66,4.17,4.85
2020-12-04,2020-2021,Weight_0_100,Sparta Rotterdam,FC Emmen,0.6965,0.194,0.1095,0,1.67,4.35,4.94,1.77,4.21,4.41
2020-12-05,2020-2021,Weight_0_100,Waalwijk,VVV Venlo,0.5465,0.2622,0.1913,0,2.51,3.72,2.78,2.33,3.71,3.03
2020-12-05,2020-2021,Weight_0_100,For Sittard,Willem II,0.4659,0.2861,0.2479,0,3.07,3.97,2.22,3.11,3.8,2.25
2020-12-05,2020-2021,Weight_0_100,Ajax,Twente,0.9078,0.0711,0.0211,2,1.24,7.08,11.36,1.19,8.39,13.39
2020-12-05,2020-2021,Weight_0_100,Zwolle,Vitesse,0.1036,0.2418,0.6545,0,4.08,4.04,1.86,4.31,3.8,1.87
2020-12-06,2020-2021,Weight_0_100,Utrecht,Den Haag,0.7074,0.2033,0.0894,1,1.21,6.89,14.93,1.17,8.22,16.46
2020-12-06,2020-2021,Weight_0_100,Heerenveen,PSV Eindhoven,0.1639,0.3197,0.5163,1,4.56,3.97,1.79,5.79,4.68,1.55
2020-12-06,2020-2021,Weight_0_100,AZ Alkmaar,Groningen,0.4307,0.3607,0.2086,2,1.52,4.33,7.01,1.66,4.21,5.25
2020-12-06,2020-2021,Weight_0_100,Feyenoord,Heracles,0.7125,0.1901,0.0974,1,1.49,4.48,7.35,1.56,4.34,6.2
2020-12-11,2020-2021,Weight_0_100,Heracles,For Sittard,0.4714,0.2723,0.2563,2,1.72,4.18,4.75,1.91,3.69,4.27
2020-12-12,2020-2021,Weight_0_100,Groningen,Waalwijk,0.4579,0.3955,0.1466,0,1.5,4.58,6.82,1.58,4.36,5.92
2020-12-12,2020-2021,Weight_0_100,FC Emmen,Den Haag,0.5243,0.2624,0.2133,1,1.71,4.32,4.66,1.68,4.27,4.97
2020-12-12,2020-2021,Weight_0_100,Ajax,Zwolle,0.9661,0.0292,0.0047,0,1.15,8.63,12.93,1.17,8.32,13.98
2020-12-13,2020-2021,Weight_0_100,Vitesse,Heerenveen,0.6265,0.2591,0.1144,1,1.73,4.19,4.69,1.83,4.0,4.29
2020-12-13,2020-2021,Weight_0_100,VVV Venlo,Feyenoord,0.1038,0.1399,0.7563,2,5.78,4.56,1.56,6.29,4.75,1.51
2020-12-13,2020-2021,Weight_0_100,Willem II,Sparta Rotterdam,0.2192,0.2849,0.4958,2,2.54,3.63,2.79,2.68,3.54,2.68
2020-12-13,2020-2021,Weight_0_100,PSV Eindhoven,Utrecht,0.668,0.2543,0.0777,0,1.56,4.72,5.59,1.51,4.73,6.27
2020-12-13,2020-2021,Weight_0_100,Twente,AZ Alkmaar,0.3901,0.2719,0.338,2,3.1,3.7,2.3,3.19,3.79,2.22
2020-12-18,2020-2021,Weight_0_100,Zwolle,FC Emmen,0.5168,0.2717,0.2115,1,1.92,3.83,4.04,1.89,3.76,4.24
2020-12-19,2020-2021,Weight_0_100,VVV Venlo,Twente,0.1492,0.1699,0.6809,2,4.06,4.46,1.79,4.17,4.3,1.79
2020-12-19,2020-2021,Weight_0_100,Utrecht,For Sittard,0.5856,0.2497,0.1648,1,1.39,5.42,7.82,1.29,6.35,9.28
2020-12-19,2020-2021,Weight_0_100,Sparta Rotterdam,Groningen,0.357,0.3641,0.2789,2,2.57,3.36,2.93,2.24,3.37,3.52
2020-12-19,2020-2021,Weight_0_100,Waalwijk,PSV Eindhoven,0.0908,0.3051,0.6041,2,8.68,5.33,1.37,11.23,6.04,1.28
2020-12-20,2020-2021,Weight_0_100,Vitesse,Feyenoord,0.5589,0.2713,0.1698,0,2.29,3.72,3.11,2.08,3.67,3.63
2020-12-20,2020-2021,Weight_0_100,Den Haag,Ajax,0.0036,0.0224,0.9741,2,25.71,11.26,1.1,31.76,13.73,1.08
2020-12-20,2020-2021,Weight_0_100,Heerenveen,Heracles,0.581,0.2633,0.1557,2,1.87,4.19,3.91,2.06,3.75,3.62
2020-12-20,2020-2021,Weight_0_100,AZ Alkmaar,Willem II,0.7232,0.1978,0.079,0,1.35,5.56,8.83,1.26,6.6,10.8
2020-12-22,2020-2021,Weight_0_100,PSV Eindhoven,VVV Venlo,0.9169,0.0678,0.0152,0,1.16,8.6,17.29,1.22,7.18,12.96
2020-12-22,2020-2021,Weight_0_100,For Sittard,Waalwijk,0.377,0.3244,0.2985,0,2.35,3.65,3.04,2.08,3.87,3.46
2020-12-22,2020-2021,Weight_0_100,FC Emmen,Utrecht,0.2283,0.3024,0.4693,2,4.59,4.38,1.71,5.23,4.58,1.61
2020-12-22,2020-2021,Weight_0_100,Twente,Sparta Rotterdam,0.5077,0.2457,0.2465,2,2.07,3.77,3.58,2.02,3.75,3.74
2020-12-23,2020-2021,Weight_0_100,Feyenoord,Heerenveen,0.5476,0.2525,0.2,0,1.62,4.32,5.46,1.68,4.39,4.76
2020-12-23,2020-2021,Weight_0_100,Groningen,Heracles,0.5016,0.3481,0.1502,2,1.99,3.52,4.13,2.14,3.41,3.72
2020-12-23,2020-2021,Weight_0_100,Willem II,Ajax,0.0115,0.0638,0.9248,1,12.91,8.05,1.2,18.65,9.74,1.14
2020-12-23,2020-2021,Weight_0_100,AZ Alkmaar,Vitesse,0.2618,0.3216,0.4166,0,1.86,3.93,4.2,2.0,3.84,3.73
2020-12-23,2020-2021,Weight_0_100,Den Haag,Zwolle,0.2665,0.2779,0.4557,2,4.43,4.27,1.75,5.12,4.28,1.66
2020-12-27,2020-2021,Weight_0_100,Utrecht,AZ Alkmaar,0.2925,0.3112,0.3963,1,2.88,3.71,2.43,2.55,3.92,2.62
2020-12-04,2020-2021,Weight_10_90,Sparta Rotterdam,FC Emmen,0.688,0.1998,0.1122,0,1.67,4.35,4.94,1.77,4.21,4.41
2020-12-05,2020-2021,Weight_10_90,Waalwijk,VVV Venlo,0.5587,0.2557,0.1857,0,2.51,3.72,2.78,2.33,3.71,3.03
2020-12-05,2020-2021,Weight_10_90,For Sittard,Willem II,0.4652,0.2839,0.2509,0,3.07,3.97,2.22,3.11,3.8,2.25
2020-12-05,2020-2021,Weight_10_90,Ajax,Twente,0.8995,0.0761,0.0244,2,1.24,7.08,11.36,1.19,8.39,13.39
2020-12-05,2020-2021,Weight_10_90,Zwolle,Vitesse,0.1195,0.2552,0.6253,0,4.08,4.04,1.86,4.31,3.8,1.87
2020-12-06,2020-2021,Weight_10_90,Utrecht,Den Haag,0.7172,0.198,0.0848,1,1.21,6.89,14.93,1.17,8.22,16.46
2020-12-06,2020-2021,Weight_10_90,Heerenveen,PSV Eindhoven,0.1697,0.318,0.5123,1,4.56,3.97,1.79,5.79,4.68,1.55
2020-12-06,2020-2021,Weight_10_90,AZ Alkmaar,Groningen,0.4312,0.3607,0.2081,2,1.52,4.33,7.01,1.66,4.21,5.25
2020-12-06,2020-2021,Weight_10_90,Feyenoord,Heracles,0.7053,0.1944,0.1002,1,1.49,4.48,7.35,1.56,4.34,6.2
2020-12-11,2020-2021,Weight_10_90,Heracles,For Sittard,0.4502,0.278,0.2718,2,1.72,4.18,4.75,1.91,3.69,4.27
2020-12-12,2020-2021,Weight_10_90,Groningen,Waalwijk,0.4679,0.3838,0.1482,0,1.5,4.58,6.82,1.58,4.36,5.92
2020-12-12,2020-2021,Weight_10_90,FC Emmen,Den Haag,0.5258,0.2635,0.2107,1,1.71,4.32,4.66,1.68,4.27,4.97
2020-12-12,2020-2021,Weight_10_90,Ajax,Zwolle,0.9553,0.0377,0.007,0,1.15,8.63,12.93,1.17,8.32,13.98
2020-12-13,2020-2021,Weight_10_90,Vitesse,Heerenveen,0.6171,0.2613,0.1216,1,1.73,4.19,4.69,1.83,4.0,4.29
2020-12-13,2020-2021,Weight_10_90,VVV Venlo,Feyenoord,0.105,0.1439,0.7511,2,5.78,4.56,1.56,6.29,4.75,1.51
2020-12-13,2020-2021,Weight_10_90,Willem II,Sparta Rotterdam,0.2276,0.2876,0.4848,2,2.54,3.63,2.79,2.68,3.54,2.68
2020-12-13,2020-2021,Weight_10_90,PSV Eindhoven,Utrecht,0.6485,0.2638,0.0878,0,1.56,4.72,5.59,1.51,4.73,6.27
2020-12-13,2020-2021,Weight_10_90,Twente,AZ Alkmaar,0.3717,0.2736,0.3546,2,3.1,3.7,2.3,3.19,3.79,2.22
2020-12-18,2020-2021,Weight_10_90,Zwolle,FC Emmen,0.5249,0.2713,0.2038,1,1.92,3.83,4.04,1.89,3.76,4.24
2020-12-19,2020-2021,Weight_10_90,VVV Venlo,Twente,0.1514,0.1749,0.6737,2,4.06,4.46,1.79,4.17,4.3,1.79
2020-12-19,2020-2021,Weight_10_90,Utrecht,For Sittard,0.5837,0.2496,0.1667,1,1.39,5.42,7.82,1.29,6.35,9.28
2020-12-19,2020-2021,Weight_10_90,Sparta Rotterdam,Groningen,0.3535,0.3653,0.2812,2,2.57,3.36,2.93,2.24,3.37,3.52
2020-12-19,2020-2021,Weight_10_90,Waalwijk,PSV Eindhoven,0.0967,0.2991,0.6042,2,8.68,5.33,1.37,11.23,6.04,1.28
2020-12-20,2020-2021,Weight_10_90,Vitesse,Feyenoord,0.5484,0.2722,0.1794,0,2.29,3.72,3.11,2.08,3.67,3.63
2020-12-20,2020-2021,Weight_10_90,Den Haag,Ajax,0.0045,0.0258,0.9696,2,25.71,11.26,1.1,31.76,13.73,1.08
2020-12-20,2020-2021,Weight_10_90,Heerenveen,Heracles,0.5754,0.2664,0.1582,2,1.87,4.19,3.91,2.06,3.75,3.62
2020-12-20,2020-2021,Weight_10_90,AZ Alkmaar,Willem II,0.7156,0.2017,0.0827,0,1.35,5.56,8.83,1.26,6.6,10.8
2020-12-22,2020-2021,Weight_10_90,PSV Eindhoven,VVV Venlo,0.9092,0.0738,0.017,0,1.16,8.6,17.29,1.22,7.18,12.96
2020-12-22,2020-2021,Weight_10_90,For Sittard,Waalwijk,0.3895,0.3148,0.2958,0,2.35,3.65,3.04,2.08,3.87,3.46
2020-12-22,2020-2021,Weight_10_90,FC Emmen,Utrecht,0.2213,0.3005,0.4782,2,4.59,4.38,1.71,5.23,4.58,1.61
2020-12-22,2020-2021,Weight_10_90,Twente,Sparta Rotterdam,0.4919,0.2504,0.2577,2,2.07,3.77,3.58,2.02,3.75,3.74
2020-12-23,2020-2021,Weight_10_90,Feyenoord,Heerenveen,0.5463,0.2514,0.2023,0,1.62,4.32,5.46,1.68,4.39,4.76
2020-12-23,2020-2021,Weight_10_90,Groningen,Heracles,0.5057,0.347,0.1474,2,1.99,3.52,4.13,2.14,3.41,3.72
2020-12-23,2020-2021,Weight_10_90,Willem II,Ajax,0.0151,0.0732,0.9117,1,12.91,8.05,1.2,18.65,9.74,1.14
2020-12-23,2020-2021,Weight_10_90,AZ Alkmaar,Vitesse,0.282,0.3236,0.3944,0,1.86,3.93,4.2,2.0,3.84,3.73
2020-12-23,2020-2021,Weight_10_90,Den Haag,Zwolle,0.2504,0.2762,0.4733,2,4.43,4.27,1.75,5.12,4.28,1.66
2020-12-27,2020-2021,Weight_10_90,Utrecht,AZ Alkmaar,0.2956,0.3125,0.3919,1,2.88,3.71,2.43,2.55,3.92,2.62
2020-12-04,2020-2021,Weight_20_80,Sparta Rotterdam,FC Emmen,0.6791,0.2059,0.115,0,1.67,4.35,4.94,1.77,4.21,4.41
2020-12-05,2020-2021,Weight_20_80,Waalwijk,VVV Venlo,0.57,0.2497,0.1802,0,2.51,3.72,2.78,2.33,3.71,3.03
2020-12-05,2020-2021,Weight_20_80,For Sittard,Willem II,0.4646,0.2818,0.2536,0,3.07,3.97,2.22,3.11,3.8,2.25
2020-12-05,2020-2021,Weight_20_80,Ajax,Twente,0.8905,0.0814,0.0281,2,1.24,7.08,11.36,1.19,8.39,13.39
2020-12-05,2020-2021,Weight_20_80,Zwolle,Vitesse,0.1367,0.2678,0.5955,0,4.08,4.04,1.86,4.31,3.8,1.87
2020-12-06,2020-2021,Weight_20_80,Utrecht,Den Haag,0.7264,0.1929,0.0806,1,1.21,6.89,14.93,1.17,8.22,16.46
2020-12-06,2020-2021,Weight_20_80,Heerenveen,PSV Eindhoven,0.1753,0.3164,0.5084,1,4.56,3.97,1.79,5.79,4.68,1.55
2020-12-06,2020-2021,Weight_20_80,AZ Alkmaar,Groningen,0.4319,0.3607,0.2074,2,1.52,4.33,7.01,1.66,4.21,5.25
2020-12-06,2020-2021,Weight_20_80,Feyenoord,Heracles,0.6983,0.1987,0.103,1,1.49,4.48,7.35,1.56,4.34,6.2
2020-12-11,2020-2021,Weight_20_80,Heracles,For Sittard,0.4291,0.2832,0.2877,2,1.72,4.18,4.75,1.91,3.69,4.27
2020-12-12,2020-2021,Weight_20_80,Groningen,Waalwijk,0.4778,0.3726,0.1495,0,1.5,4.58,6.82,1.58,4.36,5.92
2020-12-12,2020-2021,Weight_20_80,FC Emmen,Den Haag,0.5275,0.2646,0.208,1,1.71,4.32,4.66,1.68,4.27,4.97
2020-12-12,2020-2021,Weight_20_80,Ajax,Zwolle,0.9418,0.048,0.0102,0,1.15,8.63,12.93,1.17,8.32,13.98
2020-12-13,2020-2021,Weight_20_80,Vitesse,Heerenveen,0.6078,0.2634,0.1288,1,1.73,4.19,4.69,1.83,4.0,4.29
2020-12-13,2020-2021,Weight_20_80,VVV Venlo,Feyenoord,0.1059,0.1481,0.7461,2,5.78,4.56,1.56,6.29,4.75,1.51
2020-12-13,2020-2021,Weight_20_80,Willem II,Sparta Rotterdam,0.2358,0.2902,0.4739,2,2.54,3.63,2.79,2.68,3.54,2.68
2020-12-13,2020-2021,Weight_20_80,PSV Eindhoven,Utrecht,0.6285,0.2729,0.0986,0,1.56,4.72,5.59,1.51,4.73,6.27
2020-12-13,2020-2021,Weight_20_80,Twente,AZ Alkmaar,0.3539,0.2749,0.3713,2,3.1,3.7,2.3,3.19,3.79,2.22
2020-12-18,2020-2021,Weight_20_80,Zwolle,FC Emmen,0.5327,0.2709,0.1964,1,1.92,3.83,4.04,1.89,3.76,4.24
2020-12-19,2020-2021,Weight_20_80,VVV Venlo,Twente,0.1532,0.18,0.6667,2,4.06,4.46,1.79,4.17,4.3,1.79
2020-12-19,2020-2021,Weight_20_80,Utrecht,For Sittard,0.5812,0.2499,0.1689,1,1.39,5.42,7.82,1.29,6.35,9.28
2020-12-19,2020-2021,Weight_20_80,Sparta Rotterdam,Groningen,0.3501,0.3665,0.2834,2,2.57,3.36,2.93,2.24,3.37,3.52
2020-12-19,2020-2021,Weight_20_80,Waalwijk,PSV Eindhoven,0.1027,0.2935,0.6038,2,8.68,5.33,1.37,11.23,6.04,1.28
2020-12-20,2020-2021,Weight_20_80,Vitesse,Feyenoord,0.5378,0.2731,0.1891,0,2.29,3.72,3.11,2.08,3.67,3.63
2020-12-20,2020-2021,Weight_20_80,Den Haag,Ajax,0.0057,0.0297,0.9646,2,25.71,11.26,1.1,31.76,13.73,1.08
2020-12-20,2020-2021,Weight_20_80,Heerenveen,Heracles,0.5698,0.2694,0.1607,2,1.87,4.19,3.91,2.06,3.75,3.62
2020-12-20,2020-2021,Weight_20_80,AZ Alkmaar,Willem II,0.7081,0.2056,0.0863,0,1.35,5.56,8.83,1.26,6.6,10.8
